Entry Time,Entry Price,Exit Time,Exit Price,Investment ($),Exit Value ($),Entry Fees ($),Exit Fees ($),PnL ($),Return (%),Exit Type
2023-12-12 17:46:00,40780.5,2023-12-12 18:06:00,40867.3,31.76,31.35,0.24,0.24,-0.41,-1.28,Signal Exit
2023-12-15 11:53:00,42735.5,2023-12-15 11:56:00,42743.4,31.35,30.89,0.23,0.23,-0.46,-1.47,Signal Exit
2023-12-15 11:57:00,42734.4,2023-12-15 12:00:00,42743.5,30.89,30.44,0.23,0.23,-0.45,-1.47,Signal Exit
2023-12-15 12:04:00,42684.1,2023-12-15 12:07:00,42673.6,30.44,29.98,0.23,0.23,-0.46,-1.51,Signal Exit
2023-12-15 12:12:00,42666.2,2023-12-15 12:17:00,42632.6,29.98,29.51,0.22,0.22,-0.47,-1.57,Signal Exit
2023-12-15 12:32:00,42683.5,2023-12-15 17:33:00,41978.7,29.51,28.59,0.22,0.22,-0.92,-3.12,Signal Exit
2023-12-15 17:34:00,42018.7,2023-12-15 22:48:00,42157.3,28.59,28.26,0.21,0.21,-0.33,-1.16,Signal Exit
2023-12-15 22:52:00,42066.9,2023-12-16 03:46:00,42252.2,28.26,27.96,0.21,0.21,-0.3,-1.05,Signal Exit
2023-12-16 04:02:00,42237.6,2023-12-16 13:51:00,42334.8,27.96,27.6,0.21,0.21,-0.35,-1.26,Signal Exit
2023-12-16 14:05:00,42324.0,2023-12-16 14:07:00,42365.8,27.6,27.22,0.21,0.21,-0.38,-1.39,Signal Exit
