Entry Time,Entry Price,Exit Time,Exit Price,Investment ($),Exit Value ($),Entry Fees ($),Exit Fees ($),PnL ($),Return (%),Price Change (%),Fee Checker,Exit Type
2023-11-08 19:49:00,35668.5,2023-11-09 02:24:00,36255.3,17482.32,17505.37,130.14,132.28,23.05,0.13,1.65,True,Fee-Aware Signal Exit
2023-11-14 17:17:00,36097.8,2023-11-15 18:11:00,36883.8,17505.37,17620.23,130.31,133.15,114.86,0.66,2.18,True,Fee-Aware Signal Exit
2023-11-17 14:39:00,36212.9,2023-11-18 16:12:00,36805.8,17620.23,17642.09,131.17,133.32,21.86,0.12,1.64,True,Fee-Aware Signal Exit
2023-11-19 08:42:00,36626.3,2023-11-19 23:03:00,37211.6,17642.09,17657.16,131.33,133.43,15.07,0.09,1.6,True,Fee-Aware Signal Exit
2023-11-21 23:55:00,35908.1,2023-11-22 06:33:00,36447.3,17657.16,17655.47,131.44,133.42,-1.69,-0.01,1.5,True,Fee-Aware Signal Exit
2023-11-23 16:58:00,37050.1,2023-11-24 09:39:00,37613.6,17655.47,17657.13,131.43,133.43,1.67,0.01,1.52,True,Fee-Aware Signal Exit
2023-11-26 10:07:00,37715.3,2023-12-05 15:34:00,42232.6,17657.13,19477.62,131.44,147.19,1820.49,10.31,11.98,True,Fee-Aware Signal Exit
2023-12-11 18:06:00,41010.7,2023-12-12 00:46:00,41645.4,19477.62,19484.59,144.99,147.24,6.97,0.04,1.55,True,Fee-Aware Signal Exit
2023-12-12 17:33:00,40813.0,2023-12-12 23:19:00,41482.7,19484.59,19509.46,145.05,147.43,24.87,0.13,1.64,True,Fee-Aware Signal Exit
2023-12-15 11:53:00,42735.5,2023-12-18 01:39:00,40893.1,19509.46,18390.43,145.23,138.97,-1119.03,-5.74,-4.31,False,Stop-Loss
2023-12-18 01:40:00,40877.6,2023-12-18 21:45:00,42471.5,18390.43,18823.03,136.9,142.24,432.6,2.35,3.9,True,Fee-Aware Signal Exit
2023-12-18 22:04:00,42442.0,2023-12-19 01:54:00,43163.6,18823.03,18858.05,140.12,142.5,35.02,0.19,1.7,True,Fee-Aware Signal Exit
2023-12-19 14:50:00,42328.6,2023-12-20 06:22:00,42963.8,18858.05,18856.07,140.38,142.49,-1.99,-0.01,1.5,True,Fee-Aware Signal Exit
