Entry Time,Entry Price,Exit Time,Exit Price,Investment ($),Exit Value ($),Entry Fees ($),Exit Fees ($),PnL ($),Return (%),Price Change (%),Fee Checker,Exit Type
2023-02-10 06:33:00,21828.3,2023-02-15 20:32:00,23979.0,10000.0,10821.73,74.44,81.78,821.73,8.22,9.85,True,Fee-Aware Signal Exit
2023-02-16 23:53:00,23493.6,2023-02-17 03:30:00,23846.1,10821.73,10820.56,80.56,81.77,-1.16,-0.01,1.5,True,Fee-Aware Signal Exit
2023-03-08 09:21:00,21958.0,2023-03-09 18:33:00,20964.2,10820.56,10177.02,80.55,76.9,-643.54,-5.95,-4.53,False,Stop-Loss
2023-03-09 18:34:00,20989.9,2023-03-09 20:59:00,20086.7,10177.02,9594.11,75.76,72.5,-582.92,-5.73,-4.3,False,Stop-Loss
2023-03-09 21:00:00,20171.2,2023-03-14 13:04:00,26456.2,9594.11,12396.12,71.42,93.67,2802.01,29.21,31.16,True,Fee-Aware Signal Exit
2023-03-14 13:06:00,26302.5,2023-03-14 18:50:00,25134.4,12396.12,11669.24,92.28,88.18,-726.88,-5.86,-4.44,False,Stop-Loss
2023-03-14 18:51:00,24973.1,2023-03-17 19:05:00,26727.2,11669.24,12302.95,86.87,92.97,633.7,5.43,7.02,True,Fee-Aware Signal Exit
2023-03-18 14:43:00,27489.6,2023-03-19 16:41:00,27930.6,12302.95,12314.21,91.59,93.05,11.26,0.09,1.6,True,Fee-Aware Signal Exit
2023-03-24 20:42:00,27535.1,2023-03-26 12:02:00,27951.5,12314.21,12314.32,91.67,93.06,0.11,0.0,1.51,True,Fee-Aware Signal Exit
2023-03-27 14:17:00,27516.0,2023-03-29 06:28:00,27945.4,12314.32,12320.29,91.67,93.1,5.97,0.05,1.56,True,Fee-Aware Signal Exit
2023-03-30 17:36:00,27732.8,2023-03-31 00:50:00,28159.1,12320.29,12323.42,91.71,93.12,3.13,0.03,1.54,True,Fee-Aware Signal Exit
2023-04-05 16:00:00,27966.1,2023-04-10 22:03:00,29641.6,12323.42,12867.27,91.74,97.23,543.85,4.41,5.99,True,Fee-Aware Signal Exit
2023-04-21 02:45:00,28189.6,2023-04-26 08:26:00,28657.2,12867.27,12885.96,95.79,97.38,18.69,0.15,1.66,True,Fee-Aware Signal Exit
2023-05-01 01:51:00,28454.4,2023-05-03 21:21:00,28939.4,12885.96,12910.48,95.93,97.56,24.52,0.19,1.7,True,Fee-Aware Signal Exit
2023-05-12 15:28:00,26278.0,2023-05-12 21:11:00,26676.4,12910.48,12911.08,96.11,97.56,0.61,0.0,1.52,True,Fee-Aware Signal Exit
2023-05-22 04:28:00,26650.4,2023-05-23 02:58:00,27099.6,12911.08,12933.24,96.11,97.73,22.16,0.17,1.69,True,Fee-Aware Signal Exit
2023-05-24 01:11:00,27144.3,2023-05-25 01:26:00,25909.7,12933.24,12161.2,96.28,91.9,-772.04,-5.97,-4.55,False,Stop-Loss
2023-05-25 01:27:00,25866.5,2023-05-25 11:56:00,26270.5,12161.2,12167.26,90.53,91.94,6.05,0.05,1.56,True,Fee-Aware Signal Exit
2023-05-25 15:29:00,26231.2,2023-05-26 14:19:00,26630.7,12167.26,12168.65,90.58,91.95,1.4,0.01,1.52,True,Fee-Aware Signal Exit
2023-06-12 03:45:00,25782.2,2023-06-13 08:45:00,26188.0,12168.65,12176.16,90.59,92.01,7.51,0.06,1.57,True,Fee-Aware Signal Exit
2023-06-13 15:23:00,25783.8,2023-06-21 13:49:00,29254.2,12176.16,13609.34,90.64,102.84,1433.18,11.77,13.46,True,Fee-Aware Signal Exit
2023-06-21 14:02:00,29149.6,2023-06-21 15:15:00,29588.5,13609.34,13608.58,101.31,102.84,-0.76,-0.01,1.51,True,Fee-Aware Signal Exit
2023-06-22 14:41:00,29682.5,2023-06-22 16:31:00,30136.3,13608.58,13610.93,101.3,102.85,2.35,0.02,1.53,True,Fee-Aware Signal Exit
2023-06-28 07:33:00,30253.8,2023-06-29 10:55:00,30713.3,13610.93,13611.93,101.32,102.86,1.0,0.01,1.52,True,Fee-Aware Signal Exit
2023-06-30 13:47:00,29555.9,2023-06-30 13:59:00,30104.2,13611.93,13658.03,101.33,103.21,46.1,0.34,1.86,True,Fee-Aware Signal Exit
2023-06-30 14:02:00,30005.5,2023-06-30 16:51:00,30462.3,13658.03,13659.52,101.67,103.22,1.49,0.01,1.52,True,Fee-Aware Signal Exit
2023-07-08 18:01:00,30181.4,2023-07-10 19:46:00,30643.7,13659.52,13662.27,101.68,103.24,2.74,0.02,1.53,True,Fee-Aware Signal Exit
2023-08-04 12:08:00,29115.2,2023-08-08 12:58:00,29553.2,13662.27,13661.33,101.7,103.23,-0.94,-0.01,1.5,True,Fee-Aware Signal Exit
2023-08-22 23:41:00,25990.7,2023-08-23 17:17:00,26526.1,13661.33,13735.16,101.7,103.79,73.83,0.54,2.06,True,Fee-Aware Signal Exit
2023-08-23 17:18:00,26515.4,2023-08-29 14:26:00,27070.3,13735.16,13813.83,102.25,104.39,78.67,0.57,2.09,True,Fee-Aware Signal Exit
2023-09-09 12:21:00,25784.9,2023-09-12 10:22:00,26192.3,13813.83,13823.18,102.83,104.46,9.34,0.07,1.58,True,Fee-Aware Signal Exit
2023-09-13 05:20:00,25839.4,2023-09-13 15:46:00,26323.2,13823.18,13872.33,102.9,104.83,49.16,0.36,1.87,True,Fee-Aware Signal Exit
2023-09-13 15:48:00,26249.4,2023-09-14 13:30:00,26671.3,13872.33,13885.45,103.27,104.93,13.11,0.09,1.61,True,Fee-Aware Signal Exit
2023-09-15 00:58:00,26457.7,2023-09-18 09:55:00,26868.6,13885.45,13891.15,103.37,104.97,5.71,0.04,1.55,True,Fee-Aware Signal Exit
2023-09-25 04:41:00,26091.4,2023-09-28 14:00:00,26570.5,13891.15,13935.61,103.41,105.31,44.46,0.32,1.84,True,Fee-Aware Signal Exit
2023-09-28 14:02:00,26505.0,2023-09-28 15:42:00,26904.7,13935.61,13935.16,103.74,105.3,-0.46,-0.0,1.51,True,Fee-Aware Signal Exit
2023-09-29 18:01:00,26768.8,2023-10-01 09:26:00,27178.0,13935.16,13937.53,103.74,105.32,2.38,0.02,1.53,True,Fee-Aware Signal Exit
2023-10-01 15:19:00,27085.7,2023-10-01 22:17:00,27975.1,13937.53,14180.87,103.75,107.16,243.34,1.75,3.28,True,Fee-Aware Signal Exit
2023-10-11 04:49:00,27076.6,2023-10-16 13:29:00,29311.1,14180.87,15122.6,105.56,114.28,941.73,6.64,8.25,True,Fee-Aware Signal Exit
2023-10-16 13:40:00,28361.7,2023-10-23 22:41:00,33371.2,15122.6,17528.77,112.58,132.46,2406.17,15.91,17.66,True,Fee-Aware Signal Exit
2023-10-23 23:10:00,32857.4,2023-10-24 00:31:00,33383.5,17528.77,17544.28,130.49,132.58,15.51,0.09,1.6,True,Fee-Aware Signal Exit
2023-10-24 18:09:00,33577.6,2023-10-24 21:56:00,34111.6,17544.28,17557.93,130.6,132.68,13.66,0.08,1.59,True,Fee-Aware Signal Exit
2023-10-27 17:07:00,33495.4,2023-10-28 10:44:00,34040.1,17557.93,17577.8,130.7,132.83,19.87,0.11,1.63,True,Fee-Aware Signal Exit
2023-11-03 10:15:00,34116.1,2023-11-03 14:25:00,34647.8,17577.8,17585.97,130.85,132.89,8.17,0.05,1.56,True,Fee-Aware Signal Exit
2023-11-03 16:33:00,34650.3,2023-11-08 19:47:00,35693.2,17585.97,17845.56,130.91,134.85,259.59,1.48,3.01,True,Fee-Aware Signal Exit
2023-11-08 19:50:00,35633.3,2023-11-09 02:24:00,36255.3,17845.56,17886.74,132.85,135.16,41.18,0.23,1.75,True,Fee-Aware Signal Exit
2023-11-14 15:34:00,35946.1,2023-11-15 18:06:00,36497.1,17886.74,17890.53,133.15,135.19,3.79,0.02,1.53,True,Fee-Aware Signal Exit
2023-11-17 14:40:00,36178.1,2023-11-18 16:12:00,36805.8,17890.53,17929.95,133.18,135.49,39.42,0.22,1.74,True,Fee-Aware Signal Exit
2023-11-19 08:45:00,36615.2,2023-11-19 23:02:00,37174.1,17929.95,17932.62,133.47,135.51,2.66,0.01,1.53,True,Fee-Aware Signal Exit
2023-11-21 23:57:00,35776.2,2023-11-22 03:26:00,36321.7,17932.62,17934.99,133.49,135.53,2.37,0.01,1.52,True,Fee-Aware Signal Exit
2023-11-26 12:24:00,37580.2,2023-12-05 15:24:00,42236.2,17934.99,19856.94,133.51,150.05,1921.95,10.72,12.39,True,Fee-Aware Signal Exit
2023-12-05 15:25:00,42209.7,2023-12-05 17:04:00,42863.0,19856.94,19864.06,147.82,150.11,7.12,0.04,1.55,True,Fee-Aware Signal Exit
2023-12-11 18:11:00,41000.1,2023-12-12 00:38:00,41615.9,19864.06,19862.23,147.87,150.09,-1.84,-0.01,1.5,True,Fee-Aware Signal Exit
2023-12-12 17:34:00,40759.9,2023-12-12 23:18:00,41371.8,19862.23,19860.25,147.86,150.08,-1.98,-0.01,1.5,True,Fee-Aware Signal Exit
2023-12-15 11:51:00,42737.6,2023-12-18 01:39:00,40893.1,19860.25,18720.18,147.84,141.46,-1140.07,-5.74,-4.32,False,Stop-Loss
2023-12-18 01:40:00,40877.6,2023-12-18 21:46:00,42566.2,18720.18,19203.26,139.36,145.11,483.08,2.58,4.13,True,Fee-Aware Signal Exit
2023-12-18 22:04:00,42442.0,2023-12-19 01:54:00,43163.6,19203.26,19238.99,142.95,145.38,35.73,0.19,1.7,True,Fee-Aware Signal Exit
2023-12-19 14:51:00,42201.8,2023-12-20 06:21:00,42844.2,19238.99,19241.05,143.22,145.4,2.06,0.01,1.52,True,Fee-Aware Signal Exit
