,Unnamed: 0,Timestamp,Open,High,Low,Close,Volume,Avg_price
1675840,1675840,2023-07-01 00:55:00,30420.0,30420.0,30406.5,30411.3,1.55000003019268e-05,30413.25
1675841,1675841,2023-07-01 00:56:00,30411.3,30411.3,30398.0,30402.3,1.95000004055146e-05,30404.65
1675842,1675842,2023-07-01 00:57:00,30402.3,30402.3,30398.5,30402.2,1.40000004194007e-05,30400.4
1675843,1675843,2023-07-01 00:58:00,30402.2,30413.5,30397.6,30413.5,3.50000011621887e-05,30405.55
1675844,1675844,2023-07-01 00:59:00,30413.5,30415.1,30405.3,30405.3,2.0000000517939e-05,30410.199999999997
1675845,1675845,2023-07-01 01:00:00,30405.3,30413.8,30398.1,30407.4,6.70000018772043e-05,30405.949999999997
1675846,1675846,2023-07-01 01:01:00,30407.4,30417.8,30396.2,30417.8,6.05000018936153e-05,30407.0
1675847,1675847,2023-07-01 01:02:00,30417.8,30417.8,30404.2,30407.2,4.2500001143253e-05,30411.0
1675848,1675848,2023-07-01 01:03:00,30409.3,30416.8,30401.4,30416.8,4.70000013592653e-05,30409.1
1675849,1675849,2023-07-01 01:04:00,30416.8,30416.8,30392.7,30392.7,1.049999997349e-05,30404.75
1675850,1675850,2023-07-01 01:05:00,30392.7,30393.5,30381.1,30391.7,4.55000012493656e-05,30387.3
1675851,1675851,2023-07-01 01:06:00,30391.7,30391.7,30381.0,30381.0,1.1500000198339e-05,30386.35
1675852,1675852,2023-07-01 01:07:00,30381.0,30381.0,30357.7,30357.7,2.65000003878413e-05,30369.35
1675853,1675853,2023-07-01 01:08:00,30351.5,30366.8,30350.1,30366.8,9.60000025997942e-05,30358.449999999997
1675854,1675854,2023-07-01 01:09:00,30366.8,30378.0,30361.1,30378.0,3.65000011584016e-05,30369.55
1675855,1675855,2023-07-01 01:10:00,30378.8,30391.4,30378.8,30391.4,3.45000011634511e-05,30385.1
1675856,1675856,2023-07-01 01:11:00,30393.7,30406.3,30393.7,30406.3,3.15000010573385e-05,30400.0
1675857,1675857,2023-07-01 01:12:00,30406.3,30413.8,30403.8,30413.8,1.75000005242509e-05,30408.8
1675858,1675858,2023-07-01 01:13:00,30413.8,30415.6,30408.0,30415.6,2.80000008388015e-05,30411.8
1675859,1675859,2023-07-01 01:14:00,30415.6,30415.6,30408.4,30412.6,9.50000020338848e-06,30412.0
1675860,1675860,2023-07-01 01:15:00,30412.6,30412.6,30388.2,30388.2,3.60000007049166e-05,30400.4
1675861,1675861,2023-07-01 01:16:00,30388.2,30388.2,30367.3,30386.5,4.20000011445154e-05,30377.75
1675862,1675862,2023-07-01 01:17:00,30388.7,30404.8,30349.3,30361.6,0.0001200000027665,30377.05
1675863,1675863,2023-07-01 01:18:00,30361.6,30379.8,30353.1,30376.7,0.0001010000029282,30366.449999999997
1675864,1675864,2023-07-01 01:19:00,30376.7,30376.7,30348.1,30355.5,5.75000013327553e-05,30362.4
1675865,1675865,2023-07-01 01:20:00,30357.8,30379.3,30347.9,30347.9,8.65000020553452e-05,30363.6
1675866,1675866,2023-07-01 01:21:00,30347.9,30367.4,30343.4,30357.7,9.85000029345429e-05,30355.4
1675867,1675867,2023-07-01 01:22:00,30358.0,30368.6,30353.0,30367.6,0.0001060000030292,30360.8
1675868,1675868,2023-07-01 01:23:00,30367.6,30367.6,30329.7,30340.0,0.0001935000051958,30348.65
1675869,1675869,2023-07-01 01:24:00,30336.5,30347.9,30330.4,30347.9,7.00000019833169e-05,30339.15
1675870,1675870,2023-07-01 01:25:00,30348.2,30369.9,30348.2,30356.7,6.25000016611921e-05,30359.050000000003
1675871,1675871,2023-07-01 01:26:00,30357.5,30366.8,30357.5,30366.8,3.55000011609263e-05,30362.15
1675872,1675872,2023-07-01 01:27:00,30366.7,30382.4,30359.5,30364.5,9.15000024974688e-05,30370.95
1675873,1675873,2023-07-01 01:28:00,30364.7,30376.5,30352.7,30360.3,5.30000012304299e-05,30364.6
1675874,1675874,2023-07-01 01:29:00,30354.1,30362.2,30349.4,30358.9,2.35000006227892e-05,30355.800000000003
1675875,1675875,2023-07-01 01:30:00,30358.9,30367.3,30344.0,30367.3,8.85000023913562e-05,30355.65
1675876,1675876,2023-07-01 01:31:00,30367.3,30367.3,30356.0,30365.9,4.15000010320909e-05,30361.65
1675877,1675877,2023-07-01 01:32:00,30365.9,30367.4,30361.8,30363.3,1.10000001996013e-05,30364.6
1675878,1675878,2023-07-01 01:33:00,30370.6,30385.4,30369.7,30382.9,5.15000016889644e-05,30377.550000000003
1675879,1675879,2023-07-01 01:34:00,30383.6,30386.6,30382.3,30382.3,1.2500000309501e-05,30384.449999999997
1675880,1675880,2023-07-01 01:36:00,30383.1,30386.1,30376.5,30382.7,2.85000008375391e-05,30381.3
1675881,1675881,2023-07-01 01:37:00,30382.7,30398.4,30382.7,30393.9,4.10000011470402e-05,30390.550000000003
1675882,1675882,2023-07-01 01:38:00,30393.9,30393.9,30390.8,30390.8,1.49999999621286e-06,30392.35
1675883,1675883,2023-07-01 01:40:00,30390.8,30394.6,30371.6,30392.5,6.30000017736165e-05,30383.1
1675884,1675884,2023-07-01 01:41:00,30394.1,30402.4,30393.6,30402.4,2.10000006291011e-05,30398.0
1675885,1675885,2023-07-01 01:42:00,30402.4,30402.4,30396.0,30396.0,3.99999998990097e-06,30399.2
1675886,1675886,2023-07-01 01:44:00,30396.0,30396.0,30386.0,30386.0,2.99999999242573e-06,30391.0
1675887,1675887,2023-07-01 01:45:00,30386.0,30386.1,30368.9,30386.1,4.10000011470402e-05,30377.5
1675888,1675888,2023-07-01 01:46:00,30386.1,30386.1,30380.7,30380.7,1.49999999621286e-06,30383.4
1675889,1675889,2023-07-01 01:47:00,30381.6,30388.1,30380.7,30386.1,2.55000006177397e-05,30384.4
1675890,1675890,2023-07-01 01:48:00,30386.1,30386.5,30380.7,30386.5,1.65000004130889e-05,30383.6
1675891,1675891,2023-07-01 01:49:00,30386.5,30386.5,30369.6,30379.9,2.80000007251147e-05,30378.05
1675892,1675892,2023-07-01 01:50:00,30381.3,30383.6,30378.9,30378.9,1.40000004194007e-05,30381.25
1675893,1675893,2023-07-01 01:51:00,30378.9,30378.9,30368.4,30368.4,5.99999998485146e-06,30373.65
1675894,1675894,2023-07-01 01:52:00,30369.8,30377.2,30368.4,30377.2,1.35000004206631e-05,30372.800000000003
1675895,1675895,2023-07-01 01:53:00,30377.8,30380.8,30366.7,30366.7,1.35000001932895e-05,30373.75
1675896,1675896,2023-07-01 01:54:00,30368.3,30374.4,30368.3,30371.2,1.80000005229886e-05,30371.35
1675897,1675897,2023-07-01 01:55:00,30371.2,30371.2,30366.2,30370.2,8.00000020717562e-06,30368.7
1675898,1675898,2023-07-01 01:56:00,30370.2,30376.7,30366.2,30376.7,2.65000008425886e-05,30371.45
1675899,1675899,2023-07-01 01:57:00,30376.7,30376.7,30373.5,30373.5,1.49999999621286e-06,30375.1
1675900,1675900,2023-07-01 01:58:00,30375.0,30378.0,30375.0,30378.0,6.50000021096275e-06,30376.5
1675901,1675901,2023-07-01 02:00:00,30378.7,30386.8,30378.7,30386.8,1.60000005280381e-05,30382.75
1675902,1675902,2023-07-01 02:01:00,30386.8,30386.8,30362.4,30362.4,9.99999997475243e-06,30374.6
1675903,1675903,2023-07-01 02:02:00,30363.1,30369.7,30363.1,30369.7,1.60000005280381e-05,30366.4
1675904,1675904,2023-07-01 02:03:00,30369.7,30373.3,30358.0,30358.0,3.25000008274401e-05,30365.65
1675905,1675905,2023-07-01 02:04:00,30360.9,30363.9,30350.5,30350.5,1.75000004105641e-05,30357.2
1675906,1675906,2023-07-01 02:05:00,30350.5,30354.4,30347.4,30354.4,1.80000005229886e-05,30350.9
1675907,1675907,2023-07-01 02:06:00,30354.4,30354.4,30327.4,30327.4,2.70000002728921e-05,30340.9
1675908,1675908,2023-07-01 02:07:00,30327.4,30341.3,30322.0,30340.6,7.75000025328154e-05,30331.65
1675909,1675909,2023-07-01 02:08:00,30340.8,30373.5,30340.8,30373.5,7.300000243049e-05,30357.15
1675910,1675910,2023-07-01 02:09:00,30373.8,30406.1,30373.8,30404.1,9.35000029471666e-05,30389.949999999997
1675911,1675911,2023-07-01 02:10:00,30404.1,30404.1,30391.3,30391.7,1.35000001932895e-05,30397.699999999997
1675912,1675912,2023-07-01 02:11:00,30392.2,30394.9,30381.7,30389.1,6.80000017609927e-05,30388.300000000003
1675913,1675913,2023-07-01 02:12:00,30389.1,30389.1,30385.0,30385.0,1.49999999621286e-06,30387.05
1675914,1675914,2023-07-01 02:13:00,30388.2,30396.9,30388.2,30393.0,2.95000008350144e-05,30392.550000000003
1675915,1675915,2023-07-01 02:14:00,30393.0,30393.0,30388.2,30388.2,1.49999999621286e-06,30390.6
1675916,1675916,2023-07-01 02:15:00,30390.0,30396.5,30390.0,30394.7,2.95000009487012e-05,30393.25
1675917,1675917,2023-07-01 02:16:00,30394.7,30403.2,30391.1,30403.2,3.50000011621887e-05,30397.15
1675918,1675918,2023-07-01 02:17:00,30403.0,30406.0,30390.8,30390.8,1.10000000859145e-05,30398.4
1675919,1675919,2023-07-01 02:18:00,30392.0,30395.0,30390.8,30393.3,1.00000002021261e-05,30392.9
1675920,1675920,2023-07-01 02:19:00,30393.4,30396.4,30393.4,30393.7,1.10000003132882e-05,30394.9
1675921,1675921,2023-07-01 02:20:00,30393.8,30396.8,30393.8,30396.8,6.50000021096275e-06,30395.3
1675922,1675922,2023-07-01 02:21:00,30396.8,30396.8,30393.2,30394.0,2.99999999242573e-06,30395.0
1675923,1675923,2023-07-01 02:22:00,30394.5,30404.4,30394.5,30399.0,3.20000009423893e-05,30399.45
1675924,1675924,2023-07-01 02:23:00,30399.1,30402.1,30399.1,30402.1,6.50000021096275e-06,30400.6
1675925,1675925,2023-07-01 02:24:00,30403.2,30406.2,30403.2,30403.7,8.00000020717562e-06,30404.7
1675926,1675926,2023-07-01 02:25:00,30404.5,30415.8,30404.5,30415.8,3.85000012670389e-05,30410.15
1675927,1675927,2023-07-01 02:26:00,30418.8,30420.4,30416.9,30417.1,1.20000001970766e-05,30418.65
1675928,1675928,2023-07-01 02:27:00,30418.4,30421.4,30418.4,30421.4,6.50000021096275e-06,30419.9
1675929,1675929,2023-07-01 02:28:00,30422.8,30433.7,30421.4,30432.1,2.75000008400639e-05,30427.550000000003
1675930,1675930,2023-07-01 02:29:00,30432.1,30435.3,30427.1,30428.3,2.05000005166767e-05,30431.199999999997
1675931,1675931,2023-07-01 02:30:00,30428.3,30434.7,30428.2,30434.7,2.05000006303635e-05,30431.45
1675932,1675932,2023-07-01 02:31:00,30434.9,30463.0,30434.9,30454.8,8.55000026263042e-05,30448.95
1675933,1675933,2023-07-01 02:32:00,30454.8,30454.8,30437.9,30437.9,2.00000004042522e-05,30446.35
1675934,1675934,2023-07-01 02:33:00,30437.9,30438.5,30429.4,30429.4,2.15000005141519e-05,30433.95
1675935,1675935,2023-07-01 02:35:00,30429.4,30429.4,30408.7,30411.1,3.05000006051159e-05,30419.050000000003
1675936,1675936,2023-07-01 02:36:00,30414.0,30417.0,30414.0,30414.0,8.00000020717562e-06,30415.5
1675937,1675937,2023-07-01 02:37:00,30415.9,30418.9,30404.4,30404.4,1.35000001932895e-05,30411.65
1675938,1675938,2023-07-01 02:38:00,30405.6,30412.8,30405.6,30412.8,1.60000005280381e-05,30409.199999999997
1675939,1675939,2023-07-01 02:39:00,30412.8,30424.2,30407.4,30424.2,4.30000013693643e-05,30415.800000000003
1675940,1675940,2023-07-01 02:40:00,30424.2,30425.9,30416.4,30425.9,2.45000007339513e-05,30421.15
1675941,1675941,2023-07-01 02:41:00,30425.9,30425.9,30404.3,30405.1,2.70000005002657e-05,30415.1
1675942,1675942,2023-07-01 02:42:00,30405.6,30408.6,30405.6,30408.6,9.50000031707532e-06,30407.1
1675943,1675943,2023-07-01 02:43:00,30409.5,30412.5,30408.6,30408.7,9.00000020465086e-06,30410.55
1675944,1675944,2023-07-01 02:44:00,30408.7,30408.7,30403.8,30403.8,1.49999999621286e-06,30406.25
1675945,1675945,2023-07-01 02:45:00,30405.0,30408.0,30403.8,30403.8,8.00000020717562e-06,30405.9
1675946,1675946,2023-07-01 02:46:00,30403.8,30403.8,30372.4,30379.1,2.45000005065776e-05,30388.1
1675947,1675947,2023-07-01 02:47:00,30379.1,30379.1,30363.9,30371.8,4.00000009221912e-05,30371.5
1675948,1675948,2023-07-01 02:49:00,30372.8,30375.8,30372.7,30372.7,1.15000003120258e-05,30374.25
1675949,1675949,2023-07-01 02:50:00,30372.7,30373.3,30363.0,30373.3,3.75000011558768e-05,30368.15
1675950,1675950,2023-07-01 02:52:00,30373.3,30373.3,30361.8,30366.7,2.15000005141519e-05,30367.55
1675951,1675951,2023-07-01 02:53:00,30366.7,30366.7,30363.9,30363.9,1.49999999621286e-06,30365.300000000003
1675952,1675952,2023-07-01 02:54:00,30364.2,30367.2,30363.0,30363.0,1.2500000309501e-05,30365.1
1675953,1675953,2023-07-01 02:55:00,30365.2,30369.3,30362.3,30362.3,8.00000020717562e-06,30365.8
1675954,1675954,2023-07-01 02:56:00,30362.3,30362.3,30354.5,30357.7,1.35000001932895e-05,30358.4
1675955,1675955,2023-07-01 02:57:00,30357.7,30357.7,30353.8,30355.0,9.50000020338848e-06,30355.75
1675956,1675956,2023-07-01 02:58:00,30355.0,30355.0,30351.0,30351.0,2.49999999368811e-06,30353.0
1675957,1675957,2023-07-01 02:59:00,30351.8,30364.3,30351.8,30359.5,3.25000010548138e-05,30358.05
1675958,1675958,2023-07-01 03:00:00,30360.1,30363.1,30360.1,30362.3,8.50000020591324e-06,30361.6
1675959,1675959,2023-07-01 03:01:00,30362.3,30362.3,30359.3,30359.3,1.49999999621286e-06,30360.8
1675960,1675960,2023-07-01 03:03:00,30359.3,30359.3,30355.9,30355.9,1.49999999621286e-06,30357.6
1675961,1675961,2023-07-01 03:04:00,30355.9,30362.9,30350.9,30362.9,3.25000010548138e-05,30356.9
1675962,1675962,2023-07-01 03:05:00,30363.1,30377.9,30363.1,30374.2,3.65000011584016e-05,30370.5
1675963,1675963,2023-07-01 03:06:00,30374.2,30374.2,30369.2,30369.2,1.49999999621286e-06,30371.7
1675964,1675964,2023-07-01 03:07:00,30370.8,30373.8,30366.4,30366.4,9.00000020465086e-06,30370.1
1675965,1675965,2023-07-01 03:08:00,30366.4,30366.4,30360.4,30361.9,1.2500000309501e-05,30363.4
1675966,1675966,2023-07-01 03:09:00,30365.3,30368.3,30362.4,30362.4,8.00000020717562e-06,30365.35
1675967,1675967,2023-07-01 03:10:00,30362.4,30362.4,30353.7,30354.4,1.20000001970766e-05,30358.050000000003
1675968,1675968,2023-07-01 03:11:00,30354.4,30354.8,30345.5,30354.8,1.90000005204638e-05,30350.15
1675969,1675969,2023-07-01 03:12:00,30354.8,30354.8,30351.6,30354.8,8.00000020717562e-06,30353.199999999997
1675970,1675970,2023-07-01 03:13:00,30354.8,30354.8,30345.9,30345.9,3.49999999116335e-06,30350.35
1675971,1675971,2023-07-01 03:16:00,30347.4,30358.3,30347.4,30358.3,2.45000008476381e-05,30352.85
1675972,1675972,2023-07-01 03:17:00,30360.0,30372.1,30360.0,30372.1,2.25000007390008e-05,30366.05
1675973,1675973,2023-07-01 03:18:00,30372.1,30372.1,30355.1,30355.8,1.8000000181928e-05,30363.6
1675974,1675974,2023-07-01 03:19:00,30355.8,30355.8,30346.5,30346.5,3.99999998990097e-06,30351.15
1675975,1675975,2023-07-01 03:20:00,30346.5,30346.5,30338.9,30338.9,1.49999999621286e-06,30342.7
1675976,1675976,2023-07-01 03:21:00,30340.2,30343.2,30338.8,30338.8,8.00000020717562e-06,30341.0
1675977,1675977,2023-07-01 03:23:00,30338.8,30338.8,30330.9,30337.9,2.05000006303635e-05,30334.85
1675978,1675978,2023-07-01 03:24:00,30337.9,30337.9,30333.3,30334.0,1.00000002021261e-05,30335.6
1675979,1675979,2023-07-01 03:26:00,30334.0,30334.0,30329.9,30329.9,1.49999999621286e-06,30331.95
1675980,1675980,2023-07-01 03:27:00,30330.2,30336.5,30330.2,30336.5,1.30000004219255e-05,30333.35
1675981,1675981,2023-07-01 03:29:00,30336.5,30336.5,30328.3,30335.1,1.75000004105641e-05,30332.4
1675982,1675982,2023-07-01 03:30:00,30336.9,30348.5,30336.9,30338.3,3.45000010497643e-05,30342.7
1675983,1675983,2023-07-01 03:31:00,30338.3,30338.3,30329.4,30337.8,1.90000005204638e-05,30333.85
1675984,1675984,2023-07-01 03:32:00,30338.0,30341.0,30336.9,30336.9,1.00000002021261e-05,30338.95
1675985,1675985,2023-07-01 03:33:00,30337.7,30340.7,30332.5,30332.5,1.40000003057139e-05,30336.6
1675986,1675986,2023-07-01 03:36:00,30332.5,30332.5,30328.9,30328.9,1.99999999495049e-06,30330.7
1675987,1675987,2023-07-01 03:37:00,30328.9,30328.9,30326.2,30326.2,1.99999999495049e-06,30327.550000000003
1675988,1675988,2023-07-01 03:39:00,30326.7,30332.8,30326.6,30332.7,2.75000008400639e-05,30329.699999999997
1675989,1675989,2023-07-01 03:40:00,30332.7,30332.7,30325.2,30325.2,1.9000000406777e-05,30328.95
1675990,1675990,2023-07-01 03:41:00,30325.2,30325.2,30316.1,30316.1,2.99999999242573e-06,30320.65
1675991,1675991,2023-07-01 03:42:00,30316.1,30316.1,30313.7,30313.7,1.99999999495049e-06,30314.9
1675992,1675992,2023-07-01 03:43:00,30313.7,30318.0,30310.7,30310.7,9.00000020465086e-06,30314.35
1675993,1675993,2023-07-01 03:44:00,30311.4,30314.4,30311.4,30314.4,6.50000021096275e-06,30312.9
1675994,1675994,2023-07-01 03:45:00,30314.4,30314.4,30306.9,30313.7,1.65000004130889e-05,30310.65
1675995,1675995,2023-07-01 03:46:00,30313.7,30325.3,30311.5,30325.3,3.25000010548138e-05,30318.4
1675996,1675996,2023-07-01 03:47:00,30325.7,30328.7,30325.7,30328.7,6.50000021096275e-06,30327.2
1675997,1675997,2023-07-01 03:48:00,30328.7,30328.7,30324.2,30324.2,1.49999999621286e-06,30326.45
1675998,1675998,2023-07-01 03:50:00,30324.2,30324.2,30320.5,30324.1,8.00000020717562e-06,30322.35
1675999,1675999,2023-07-01 03:52:00,30324.7,30327.7,30322.2,30322.2,1.40000004194007e-05,30324.95
1676000,1676000,2023-07-01 03:53:00,30322.2,30322.2,30319.1,30319.1,1.49999999621286e-06,30320.65
1676001,1676001,2023-07-01 03:54:00,30319.5,30325.7,30319.5,30325.7,1.35000004206631e-05,30322.6
1676002,1676002,2023-07-01 03:55:00,30327.0,30330.0,30326.5,30326.5,8.00000020717562e-06,30328.25
1676003,1676003,2023-07-01 03:56:00,30327.7,30330.7,30327.7,30330.7,6.50000021096275e-06,30329.2
1676004,1676004,2023-07-01 04:00:00,30336.6,30351.1,30336.6,30342.8,4.45000013655772e-05,30343.85
1676005,1676005,2023-07-01 04:02:00,30343.2,30349.6,30343.2,30346.2,2.10000006291011e-05,30346.4
1676006,1676006,2023-07-01 04:03:00,30346.2,30346.2,30338.4,30338.4,4.99999998737621e-06,30342.300000000003
1676007,1676007,2023-07-01 04:04:00,30338.6,30341.6,30338.6,30341.6,6.50000021096275e-06,30340.1
1676008,1676008,2023-07-01 04:05:00,30342.2,30345.2,30342.2,30345.2,6.50000021096275e-06,30343.7
1676009,1676009,2023-07-01 04:06:00,30345.2,30345.2,30343.5,30343.5,1.99999999495049e-06,30344.35
1676010,1676010,2023-07-01 04:08:00,30344.5,30347.8,30344.5,30347.8,9.50000031707532e-06,30346.15
1676011,1676011,2023-07-01 04:09:00,30347.8,30347.8,30331.4,30335.3,9.00000009096402e-06,30339.6
1676012,1676012,2023-07-01 04:10:00,30335.3,30336.4,30332.1,30336.4,1.40000004194007e-05,30334.25
1676013,1676013,2023-07-01 04:11:00,30336.8,30344.1,30334.6,30334.6,2.20000006265764e-05,30339.35
1676014,1676014,2023-07-01 04:14:00,30334.9,30337.9,30326.4,30326.4,1.10000001996013e-05,30332.15
1676015,1676015,2023-07-01 04:15:00,30326.4,30326.4,30297.9,30299.8,3.90000006973423e-05,30312.15
1676016,1676016,2023-07-01 04:16:00,30301.6,30305.7,30269.4,30272.3,4.10000008059797e-05,30287.550000000003
1676017,1676017,2023-07-01 04:17:00,30271.2,30290.6,30268.6,30281.5,8.75000027349415e-05,30279.6
1676018,1676018,2023-07-01 04:18:00,30281.7,30298.5,30281.7,30298.5,3.50000011621887e-05,30290.1
1676019,1676019,2023-07-01 04:20:00,30298.5,30321.5,30290.9,30318.9,5.20000015740152e-05,30306.2
1676020,1676020,2023-07-01 04:21:00,30318.9,30318.9,30270.7,30283.6,7.60000013997342e-05,30294.800000000003
1676021,1676021,2023-07-01 04:22:00,30284.4,30287.4,30265.7,30271.2,3.75000008148163e-05,30276.550000000003
1676022,1676022,2023-07-01 04:23:00,30265.4,30281.9,30265.4,30280.7,4.25000012569399e-05,30273.65
1676023,1676023,2023-07-01 04:24:00,30282.8,30289.5,30280.0,30280.0,2.15000005141519e-05,30284.75
1676024,1676024,2023-07-01 04:25:00,30280.4,30291.5,30280.4,30286.9,4.25000012569399e-05,30285.95
1676025,1676025,2023-07-01 04:26:00,30281.1,30284.2,30261.3,30284.2,0.0001320000036457,30272.75
1676026,1676026,2023-07-01 04:27:00,30284.2,30284.2,30269.9,30270.9,2.20000005128895e-05,30277.050000000003
1676027,1676027,2023-07-01 04:28:00,30270.9,30274.7,30260.9,30274.7,3.20000008287025e-05,30267.800000000003
1676028,1676028,2023-07-01 04:29:00,30274.8,30287.3,30274.8,30287.1,3.55000011609263e-05,30281.05
