Entry Time,Entry Price,Exit Time,Exit Price,Investment ($),Exit Value ($),Entry Fees ($),Exit Fees ($),PnL ($),Return (%),Exit Type
2023-03-18 19:16:00,27294.9,2023-03-18 19:25:00,27339.0,10049.37,9915.75,74.81,74.93,-133.62,-1.33,Signal Exit
2023-03-18 19:26:00,27356.1,2023-03-18 19:28:00,27409.8,9915.75,9787.3,73.81,73.96,-128.45,-1.3,Signal Exit
2023-03-18 19:29:00,27385.5,2023-03-18 19:34:00,27427.8,9787.3,9656.47,72.86,72.97,-130.82,-1.34,Signal Exit
2023-03-18 19:35:00,27395.9,2023-03-18 19:37:00,27414.2,9656.47,9519.06,71.88,71.93,-137.41,-1.42,Signal Exit
2023-03-18 19:40:00,27405.4,2023-03-18 19:41:00,27405.2,9519.06,9377.27,70.86,70.86,-141.79,-1.49,Signal Exit
2023-03-18 19:53:00,27364.3,2023-03-18 20:50:00,27373.9,9377.27,9240.89,69.81,69.83,-136.37,-1.45,Signal Exit
2023-03-18 20:55:00,27371.2,2023-03-18 20:56:00,27360.7,9240.89,9099.82,68.79,68.76,-141.07,-1.53,Signal Exit
2023-03-18 21:06:00,27308.4,2023-03-18 21:07:00,27323.0,9099.82,8969.13,67.74,67.78,-130.69,-1.44,Signal Exit
2023-03-18 21:12:00,27317.6,2023-03-18 21:15:00,27339.5,8969.13,8842.68,66.77,66.82,-126.45,-1.41,Signal Exit
2023-03-18 21:16:00,27308.5,2023-03-18 21:17:00,27341.8,8842.68,8721.65,65.83,65.91,-121.03,-1.37,Signal Exit
2023-03-18 21:20:00,27317.4,2023-03-18 21:21:00,27338.3,8721.65,8598.37,64.93,64.98,-123.28,-1.41,Signal Exit
2023-03-18 21:22:00,27322.9,2023-03-19 11:10:00,27035.5,8598.37,8381.26,64.01,63.33,-217.11,-2.53,Signal Exit
2023-03-19 11:55:00,27157.3,2023-03-19 11:56:00,27177.5,8381.26,8262.62,62.39,62.44,-118.64,-1.42,Signal Exit
2023-03-19 13:36:00,27184.8,2023-03-19 13:37:00,27143.7,8262.62,8127.3,61.51,61.42,-135.32,-1.64,Signal Exit
2023-03-19 13:39:00,27167.6,2023-03-19 14:01:00,27205.0,8127.3,8017.32,60.5,60.58,-109.98,-1.35,Signal Exit
2023-03-19 14:02:00,27229.6,2023-03-19 14:03:00,27205.7,8017.32,7891.02,59.68,59.63,-126.3,-1.58,Signal Exit
2023-03-19 14:04:00,27214.2,2023-03-19 14:08:00,27257.4,7891.02,7785.87,58.74,58.84,-105.14,-1.33,Signal Exit
