Entry Time,Entry Price,Exit Time,Exit Price,Investment ($),Exit Value ($),Entry Fees ($),Exit Fees ($),PnL ($),Return (%),Exit Type
2023-03-27 14:19:00,27400.9,2023-03-28 18:28:00,26872.4,9458.17,9137.64,70.41,69.05,-320.53,-3.39,Signal Exit
2023-03-29 00:30:00,27272.5,2023-03-29 04:21:00,27390.4,9137.64,9040.51,68.02,68.32,-97.13,-1.06,Signal Exit
2023-04-05 15:54:00,28075.3,2023-04-10 22:02:00,29458.1,9040.51,9344.56,67.3,70.61,304.05,3.36,Signal Exit
2023-04-21 02:51:00,28183.2,2023-04-21 10:07:00,28022.1,9344.56,9152.81,69.56,69.16,-191.74,-2.05,Signal Exit
2023-04-21 10:12:00,27995.7,2023-04-21 10:13:00,28004.8,9152.81,9019.47,68.14,68.16,-133.34,-1.46,Signal Exit
2023-04-21 10:36:00,27991.5,2023-04-21 10:37:00,27999.2,9019.47,8887.63,67.14,67.16,-131.84,-1.46,Signal Exit
2023-04-21 10:39:00,27992.5,2023-04-21 10:42:00,28008.7,8887.63,8760.38,66.16,66.2,-127.26,-1.43,Signal Exit
2023-04-21 11:10:00,27926.6,2023-04-21 11:18:00,27948.2,8760.38,8636.62,65.21,65.26,-123.75,-1.41,Signal Exit
2023-04-21 11:20:00,27890.4,2023-04-21 11:21:00,27933.7,8636.62,8521.25,64.29,64.39,-115.38,-1.34,Signal Exit
2023-04-21 14:57:00,28004.4,2023-04-21 15:02:00,28041.2,8521.25,8405.41,63.43,63.52,-115.84,-1.36,Signal Exit
2023-04-21 15:06:00,28013.2,2023-04-21 15:07:00,28024.6,8405.41,8283.64,62.57,62.6,-121.77,-1.45,Signal Exit
2023-04-21 15:12:00,28040.7,2023-04-21 15:34:00,28074.1,8283.64,8170.03,61.66,61.74,-113.61,-1.37,Signal Exit
2023-04-21 15:35:00,28054.6,2023-04-21 15:42:00,28077.8,8170.03,8055.05,60.82,60.87,-114.98,-1.41,Signal Exit
2023-04-21 15:47:00,28048.0,2023-04-25 23:29:00,28235.4,8055.05,7988.14,59.96,60.36,-66.91,-0.83,Signal Exit
2023-04-25 23:30:00,28236.3,2023-04-25 23:37:00,28266.2,7988.14,7877.54,59.47,59.53,-110.6,-1.38,Signal Exit
